'Elapsed time','ECG','ECG'
8.324,-0.355,0.557
8.328,-0.388,0.527
8.332,-0.405,0.492
8.336,-0.388,0.438
8.34,-0.35,0.367
8.344,-0.297,0.318
8.348,-0.253,0.25
8.352,-0.225,0.193
8.356,-0.217,0.15
8.36,-0.207,0.122
8.364,-0.203,0.11
8.368,-0.182,0.098
8.372,-0.14,0.092
8.376,-0.115,0.087
8.38,-0.085,0.055
8.384,-0.07,0.04
8.388,-0.072,0.03
8.392,-0.083,0.022
8.396,-0.072,0.035
8.4,-0.065,0.037
8.404,-0.062,0.043
8.408,-0.058,0.04
8.412,-0.04,0.028
8.416,-0.055,0.022
8.42,-0.06,0.018
8.424,-0.07,0.015
8.428,-0.07,0.025
8.432,-0.065,0.018
8.436,-0.07,0.03
8.44,-0.055,0.028
8.444,-0.045,0.028
8.448,-0.052,0.01
8.452,-0.055,0.015
8.456,-0.072,-0.018
8.46,-0.065,-0.02
8.464,-0.072,-0.018
8.468,-0.065,0
8.472,-0.04,0.007
8.476,-0.04,0
8.48,-0.035,-0.015
8.484,-0.043,-0.025
8.488,-0.052,-0.04
8.492,-0.055,-0.045
8.496,-0.052,-0.06
8.5,-0.045,-0.037
8.504,-0.028,-0.045
8.508,-0.025,-0.058
8.512,-0.018,-0.068
8.516,-0.013,-0.085
8.52,-0.022,-0.095
8.524,-0.018,-0.107
8.528,-0.025,-0.098
8.532,-0.013,-0.102
8.536,0,-0.095
8.54,0.013,-0.117
8.544,0.022,-0.105
8.548,0.018,-0.13
8.552,0.022,-0.147
8.556,0.007,-0.152
8.56,0.018,-0.16
8.564,0.04,-0.168
8.568,0.045,-0.155
8.572,0.075,-0.16
8.576,0.077,-0.152
8.58,0.092,-0.168
8.584,0.087,-0.17
8.588,0.092,-0.193
8.592,0.1,-0.182
8.596,0.105,-0.18
8.6,0.125,-0.17
8.604,0.16,-0.158
8.608,0.18,-0.15
8.612,0.198,-0.163
8.616,0.21,-0.165
8.62,0.223,-0.17
8.624,0.225,-0.17
8.628,0.235,-0.14
8.632,0.25,-0.115
8.636,0.27,-0.102
8.64,0.3,-0.102
8.644,0.305,-0.1
8.648,0.305,-0.09
8.652,0.312,-0.092
8.656,0.305,-0.087
8.66,0.32,-0.07
8.664,0.305,-0.058
8.668,0.312,-0.03
8.672,0.318,-0.03
8.676,0.33,-0.018
8.68,0.307,-0.02
8.684,0.3,-0.005
8.688,0.268,-0.015
8.692,0.245,0
8.696,0.235,0
8.7,0.215,0.028
8.704,0.217,0.05
8.708,0.203,0.043
8.712,0.2,0.045
8.716,0.165,0.043
8.72,0.14,0.037
8.724,0.117,0.033
8.728,0.107,0.045
8.732,0.092,0.065
8.736,0.095,0.07
8.74,0.1,0.08
8.744,0.085,0.075
8.748,0.068,0.068
8.752,0.052,0.075
8.756,0.025,0.065
8.76,0.028,0.083
8.764,0.018,0.1
8.768,0.01,0.098
8.772,0.028,0.107
8.776,0.037,0.105
8.78,0.018,0.1
8.784,0.01,0.09
8.788,0.003,0.09
8.792,-0.003,0.105
8.796,-0.01,0.105
8.8,-0.003,0.12
8.804,0.007,0.122
8.808,0.02,0.133
8.812,0.015,0.133
8.816,0.015,0.11
8.82,0.015,0.105
8.824,-0.003,0.107
8.828,-0.005,0.107
8.832,0,0.122
8.836,0.003,0.122
8.84,0.015,0.15
8.844,0.013,0.147
8.848,0.015,0.133
8.852,0,0.113
8.856,-0.015,0.117
8.86,-0.013,0.125
8.864,-0.01,0.135
8.868,-0.003,0.155
8.872,0.003,0.14
8.876,0.007,0.152
8.88,0.01,0.13
8.884,-0.005,0.113
8.888,-0.015,0.117
8.892,-0.022,0.125
8.896,-0.015,0.128
8.9,-0.007,0.135
8.904,-0.013,0.147
8.908,0.007,0.147
8.912,0.007,0.147
8.916,0.01,0.13
8.92,-0.003,0.133
8.924,-0.013,0.122
8.928,-0.02,0.125
8.932,-0.022,0.13
8.936,-0.013,0.152
8.94,-0.005,0.158
8.944,-0.007,0.152
8.948,0,0.135
8.952,-0.005,0.115
8.956,-0.02,0.128
8.96,-0.018,0.128
8.964,-0.02,0.142
8.968,-0.01,0.15
8.972,0.003,0.152
8.976,0.005,0.145
8.98,-0.013,0.142
8.984,0,0.138
8.988,-0.015,0.133
8.992,-0.03,0.128
8.996,-0.02,0.15
9,-0.015,0.152
9.004,-0.018,0.158
9.008,-0.005,0.163
9.012,-0.018,0.165
9.016,-0.025,0.145
9.02,-0.033,0.138
9.024,-0.04,0.135
9.028,-0.048,0.142
9.032,-0.043,0.15
9.036,-0.04,0.168
9.04,-0.03,0.172
9.044,-0.037,0.177
9.048,-0.03,0.152
9.052,-0.028,0.152
9.056,-0.033,0.135
9.06,-0.033,0.14
9.064,-0.035,0.142
9.068,-0.015,0.16
9.072,-0.025,0.152
9.076,-0.003,0.155
9.08,-0.01,0.14
9.084,-0.005,0.135
9.088,-0.02,0.128
9.092,-0.025,0.128
9.096,-0.033,0.14
9.1,-0.025,0.145
9.104,-0.013,0.155
9.108,-0.005,0.15
9.112,-0.007,0.145
9.116,-0.018,0.135
9.12,-0.02,0.12
9.124,-0.025,0.117
9.128,-0.025,0.117
9.132,-0.018,0.14
9.136,-0.018,0.15
9.14,-0.005,0.163
9.144,0,0.147
9.148,-0.003,0.133
9.152,-0.015,0.128
9.156,-0.025,0.12
9.16,-0.033,0.128
9.164,-0.025,0.142
9.168,-0.025,0.158
9.172,0.003,0.158
9.176,-0.007,0.163
9.18,0,0.138
9.184,-0.005,0.128
9.188,-0.018,0.117
9.192,-0.03,0.122
9.196,-0.018,0.128
9.2,-0.018,0.158
9.204,-0.003,0.152
9.208,0.01,0.152
9.212,0.003,0.138
9.216,-0.005,0.135
9.22,-0.022,0.13
9.224,-0.02,0.125
9.228,-0.013,0.133
9.232,-0.035,0.142
9.236,-0.015,0.147
9.24,0,0.155
9.244,0.007,0.152
9.248,0.003,0.152
9.252,-0.013,0.14
9.256,-0.01,0.14
9.26,-0.015,0.135
9.264,-0.018,0.138
9.268,-0.01,0.152
9.272,-0.003,0.165
9.276,0.003,0.165
9.28,0,0.152
9.284,-0.01,0.135
9.288,-0.015,0.14
9.292,-0.033,0.145
9.296,-0.02,0.142
9.3,-0.025,0.165
9.304,-0.005,0.172
9.308,0,0.155
9.312,0.013,0.158
9.316,0,0.142
9.32,-0.01,0.14
9.324,-0.02,0.135
9.328,-0.033,0.158
9.332,-0.02,0.15
9.336,-0.013,0.172
9.34,0.007,0.168
9.344,0.007,0.163
9.348,0.015,0.155
9.352,-0.007,0.138
9.356,-0.013,0.145
9.36,-0.013,0.145
9.364,-0.015,0.158
9.368,-0.007,0.16
9.372,0,0.172
9.376,0.015,0.172
9.38,0.005,0.17
9.384,0,0.15
9.388,-0.003,0.14
9.392,-0.013,0.152
9.396,-0.018,0.158
9.4,-0.005,0.168
9.404,-0.005,0.182
9.408,0.01,0.182
9.412,0.013,0.165
9.416,0.003,0.163
9.42,-0.01,0.145
9.424,-0.018,0.15
9.428,-0.01,0.147
9.432,-0.01,0.163
9.436,-0.007,0.182
9.44,0,0.17
9.444,0.015,0.165
9.448,0.015,0.155
9.452,0.003,0.145
9.456,-0.005,0.158
9.46,-0.02,0.142
9.464,-0.007,0.16
9.468,-0.01,0.168
9.472,0.013,0.172
9.476,0.005,0.165
9.48,0.018,0.172
9.484,0.007,0.16
9.488,-0.005,0.142
9.492,-0.022,0.15
9.496,-0.01,0.158
9.5,-0.013,0.175
9.504,0.003,0.175
9.508,0.005,0.182
9.512,0.018,0.175
9.516,0.007,0.16
9.52,-0.003,0.155
9.524,-0.015,0.158
9.528,-0.007,0.16
9.532,-0.013,0.175
9.536,-0.005,0.172
9.54,0.007,0.177
9.544,0.005,0.177
9.548,0.003,0.152
9.552,-0.003,0.15
9.556,-0.005,0.147
9.56,-0.003,0.16
9.564,-0.015,0.155
9.568,0.003,0.165
9.572,0.018,0.17
9.576,0.013,0.177
9.58,0.005,0.18
9.584,0.005,0.152
9.588,-0.007,0.152
9.592,-0.013,0.145
9.596,-0.005,0.152
9.6,-0.007,0.175
9.604,0.003,0.182
9.608,0.013,0.182
9.612,0.018,0.182
9.616,0.01,0.172
9.62,0.003,0.152
9.624,-0.01,0.158
9.628,-0.01,0.155
9.632,-0.013,0.172
9.636,0,0.188
9.64,0.015,0.18
9.644,0.015,0.18
9.648,0.015,0.17
9.652,-0.003,0.15
9.656,0,0.147
9.66,-0.007,0.147
9.664,-0.007,0.175
9.668,-0.007,0.168
9.672,0.007,0.188
9.676,0.015,0.177
9.68,0.01,0.172
9.684,0.003,0.165
9.688,0,0.152
9.692,-0.01,0.155
9.696,-0.022,0.163
9.7,-0.015,0.182
9.704,0,0.18
9.708,0.025,0.185
9.712,0.018,0.18
9.716,0.01,0.168
9.72,0.003,0.168
9.724,-0.007,0.172
9.728,-0.003,0.172
9.732,-0.003,0.172
9.736,0.01,0.18
9.74,0.013,0.193
9.744,0.02,0.188
9.748,0.018,0.175
9.752,0.003,0.172
9.756,-0.003,0.155
9.76,-0.013,0.163
9.764,-0.003,0.182
9.768,0.003,0.193
9.772,0.022,0.185
9.776,0.022,0.19
9.78,0.02,0.177
9.784,0.005,0.185
9.788,-0.005,0.175
9.792,-0.003,0.158
9.796,0,0.163
9.8,0.005,0.168
9.804,0.033,0.203
9.808,0.048,0.242
9.812,0.085,0.307
9.816,0.11,0.407
9.82,0.14,0.53
9.824,0.22,0.695
9.828,0.297,0.805
9.832,0.37,0.848
9.836,0.388,0.843
9.84,0.355,0.802
9.844,0.27,0.75
9.848,0.165,0.715
9.852,0.033,0.7
9.856,-0.092,0.698
9.86,-0.18,0.703
9.864,-0.27,0.695
9.868,-0.338,0.69
9.872,-0.385,0.67
9.876,-0.425,0.635
9.88,-0.465,0.568
9.884,-0.458,0.49
9.888,-0.438,0.422
9.892,-0.395,0.383
9.896,-0.338,0.335
9.9,-0.295,0.315
9.904,-0.247,0.285
9.908,-0.215,0.255
9.912,-0.203,0.237
9.916,-0.212,0.215
9.92,-0.225,0.177
9.924,-0.215,0.158
9.928,-0.185,0.133
9.932,-0.125,0.128
9.936,-0.083,0.122
9.94,-0.037,0.115
9.944,-0.028,0.107
9.948,-0.033,0.09
9.952,-0.03,0.087
9.956,-0.052,0.08
9.96,-0.055,0.075
9.964,-0.055,0.07
9.968,-0.037,0.08
9.972,-0.028,0.08
9.976,-0.01,0.095
9.98,-0.007,0.07
9.984,-0.02,0.068
9.988,-0.028,0.058
9.992,-0.018,0.043
9.996,-0.03,0.058
10,-0.02,0.062
10.004,-0.02,0.065
10.008,0,0.052
10.012,0,0.058
10.016,-0.003,0.033
10.02,-0.015,0.028
10.024,-0.033,0.035
10.028,-0.028,0.025
10.032,-0.015,0.037
10.036,0,0.033
10.04,0.007,0.037
10.044,-0.003,0.022
10.048,0.005,0.005
10.052,0.007,-0.007
10.056,0,-0.033
10.06,0,-0.028
10.064,-0.005,-0.025
10.068,0.01,-0.018
10.072,0.025,-0.022
10.076,0.04,-0.04
10.08,0.048,-0.065
10.084,0.05,-0.077
10.088,0.043,-0.095
10.092,0.05,-0.087
10.096,0.052,-0.102
10.1,0.072,-0.08
10.104,0.087,-0.087
10.108,0.092,-0.1
10.112,0.113,-0.113
10.116,0.115,-0.115
10.12,0.11,-0.138
10.124,0.105,-0.142
10.128,0.117,-0.13
10.132,0.14,-0.117
10.136,0.165,-0.107
10.14,0.185,-0.115
10.144,0.198,-0.115
10.148,0.207,-0.13
10.152,0.217,-0.128
10.156,0.217,-0.13
10.16,0.212,-0.122
10.164,0.215,-0.105
10.168,0.247,-0.105
10.172,0.287,-0.092
10.176,0.307,-0.087
10.18,0.328,-0.08
10.184,0.323,-0.087
10.188,0.335,-0.083
10.192,0.338,-0.08
10.196,0.357,-0.065
10.2,0.355,-0.04
10.204,0.367,-0.022
10.208,0.378,-0.003
10.212,0.372,-0.018
10.216,0.37,-0.015
10.22,0.355,-0.022
10.224,0.33,-0.003
10.228,0.33,0.01
10.232,0.328,0.03
10.236,0.302,0.068
10.24,0.318,0.048
10.244,0.305,0.058
10.248,0.295,0.058
10.252,0.263,0.045
10.256,0.225,0.055
10.26,0.215,0.055
10.264,0.18,0.062
10.268,0.182,0.085
10.272,0.185,0.092
10.276,0.17,0.092
10.28,0.17,0.092
10.284,0.15,0.087
10.288,0.13,0.083
10.292,0.12,0.083
10.296,0.098,0.092
10.3,0.09,0.11
10.304,0.083,0.115
10.308,0.098,0.117
10.312,0.1,0.115
10.316,0.095,0.113
10.32,0.083,0.098
10.324,0.068,0.092
10.328,0.055,0.105
10.332,0.055,0.115
10.336,0.058,0.128
10.34,0.068,0.14
10.344,0.07,0.138
10.348,0.065,0.133
10.352,0.062,0.115
10.356,0.055,0.128
10.36,0.043,0.12
10.364,0.048,0.128
10.368,0.04,0.133
10.372,0.052,0.138
10.376,0.058,0.155
10.38,0.07,0.145
10.384,0.055,0.138
10.388,0.045,0.138
10.392,0.035,0.125
10.396,0.025,0.135
10.4,0.035,0.133
10.404,0.045,0.158
10.408,0.048,0.163
10.412,0.05,0.158
10.416,0.043,0.158
10.42,0.037,0.133
10.424,0.022,0.14
10.428,0.02,0.135
10.432,0.018,0.158
10.436,0.03,0.16
10.44,0.052,0.168
10.444,0.06,0.165
10.448,0.06,0.155
10.452,0.052,0.152
10.456,0.05,0.145
10.46,0.028,0.14
10.464,0.048,0.147
10.468,0.043,0.145
10.472,0.05,0.163
10.476,0.075,0.172
10.48,0.083,0.155
10.484,0.077,0.135
10.488,0.068,0.14
10.492,0.06,0.142
10.496,0.05,0.145
10.5,0.07,0.142
10.504,0.077,0.147
10.508,0.09,0.15
10.512,0.092,0.17
10.516,0.09,0.155
10.52,0.077,0.155
10.524,0.065,0.15
10.528,0.06,0.147
10.532,0.055,0.16
10.536,0.06,0.158
10.54,0.075,0.175
10.544,0.075,0.175
10.548,0.087,0.16
10.552,0.083,0.147
10.556,0.062,0.15
10.56,0.05,0.155
10.564,0.055,0.158
10.568,0.048,0.175
10.572,0.058,0.182
10.576,0.06,0.193
10.58,0.058,0.185
10.584,0.048,0.188
10.588,0.048,0.155
10.592,0.022,0.16
10.596,0.028,0.17
10.6,0.022,0.172
10.604,0.035,0.172
10.608,0.052,0.177
10.612,0.075,0.17
10.616,0.087,0.163
10.62,0.083,0.163
10.624,0.075,0.142
10.628,0.07,0.135
10.632,0.08,0.135
10.636,0.075,0.155
10.64,0.1,0.16
10.644,0.095,0.163
10.648,0.125,0.16
10.652,0.1,0.138
10.656,0.095,0.135
10.66,0.098,0.128
10.664,0.077,0.135
10.668,0.087,0.145
10.672,0.1,0.155
10.676,0.107,0.158
10.68,0.117,0.16
10.684,0.1,0.15
10.688,0.095,0.135
10.692,0.087,0.128
10.696,0.083,0.138
10.7,0.087,0.145
10.704,0.098,0.155
10.708,0.117,0.155
10.712,0.117,0.155
10.716,0.117,0.145
10.72,0.102,0.14
10.724,0.1,0.128
10.728,0.1,0.135
10.732,0.098,0.147
10.736,0.1,0.163
10.74,0.107,0.158
10.744,0.117,0.177
10.748,0.113,0.168
10.752,0.107,0.147
10.756,0.098,0.15
10.76,0.083,0.152
10.764,0.07,0.142
10.768,0.06,0.163
10.772,0.085,0.172
10.776,0.105,0.17
10.78,0.13,0.17
10.784,0.145,0.145
10.788,0.133,0.142
10.792,0.12,0.147
10.796,0.105,0.145
10.8,0.115,0.152
10.804,0.133,0.158
10.808,0.147,0.16
10.812,0.138,0.15
10.816,0.145,0.15
10.82,0.145,0.128
10.824,0.133,0.13
10.828,0.115,0.145
10.832,0.125,0.152
10.836,0.13,0.158
10.84,0.145,0.168
10.844,0.152,0.17
10.848,0.152,0.168
10.852,0.15,0.15
10.856,0.135,0.152
10.86,0.125,0.155
10.864,0.135,0.152
10.868,0.145,0.16
10.872,0.152,0.175
10.876,0.155,0.18
10.88,0.16,0.172
10.884,0.163,0.158
10.888,0.158,0.152
10.892,0.135,0.15
10.896,0.135,0.16
10.9,0.142,0.163
10.904,0.147,0.185
10.908,0.165,0.18
10.912,0.17,0.177
10.916,0.17,0.163
10.92,0.15,0.152
10.924,0.145,0.15
10.928,0.135,0.15
10.932,0.135,0.17
10.936,0.152,0.182
10.94,0.155,0.182
10.944,0.16,0.177
10.948,0.16,0.185
10.952,0.145,0.172
10.956,0.135,0.16
10.96,0.14,0.175
10.964,0.133,0.17
10.968,0.142,0.18
10.972,0.158,0.177
10.976,0.16,0.18
10.98,0.158,0.18
10.984,0.147,0.185
10.988,0.152,0.158
10.992,0.152,0.15
10.996,0.16,0.16
11,0.158,0.177
11.004,0.165,0.177
11.008,0.175,0.17
11.012,0.18,0.182
11.016,0.185,0.165
11.02,0.172,0.147
11.024,0.168,0.147
11.028,0.155,0.147
11.032,0.158,0.158
11.036,0.15,0.175
11.04,0.165,0.17
11.044,0.177,0.16
11.048,0.188,0.165
11.052,0.19,0.155
11.056,0.177,0.147
11.06,0.168,0.158
11.064,0.188,0.158
11.068,0.19,0.17
11.072,0.205,0.165
11.076,0.198,0.172
11.08,0.21,0.18
11.084,0.207,0.163
11.088,0.205,0.155
11.092,0.195,0.158
11.096,0.19,0.163
11.1,0.193,0.17
11.104,0.203,0.18
11.108,0.207,0.185
11.112,0.228,0.18
11.116,0.215,0.175
11.12,0.212,0.16
11.124,0.21,0.158
11.128,0.207,0.155
11.132,0.205,0.16
11.136,0.22,0.175
11.14,0.233,0.182
11.144,0.235,0.19
11.148,0.237,0.185
11.152,0.225,0.172
11.156,0.22,0.165
11.16,0.212,0.165
11.164,0.203,0.182
11.168,0.223,0.185
11.172,0.228,0.185
11.176,0.228,0.2
11.18,0.228,0.193
11.184,0.225,0.188
11.188,0.217,0.17
11.192,0.2,0.177
11.196,0.2,0.172
11.2,0.217,0.182
11.204,0.217,0.188
11.208,0.23,0.193
11.212,0.225,0.203
11.216,0.233,0.195
11.22,0.23,0.182
11.224,0.217,0.175
11.228,0.212,0.175
11.232,0.223,0.188
11.236,0.22,0.19
11.24,0.223,0.205
11.244,0.228,0.198
11.248,0.228,0.193
11.252,0.225,0.185
11.256,0.22,0.175
11.26,0.215,0.182
11.264,0.212,0.188
11.268,0.212,0.203
11.272,0.217,0.203
11.276,0.225,0.205
11.28,0.228,0.205
11.284,0.225,0.193
11.288,0.223,0.177
11.292,0.215,0.182
11.296,0.217,0.175
11.3,0.212,0.195
11.304,0.217,0.205
11.308,0.225,0.205
11.312,0.237,0.198
11.316,0.242,0.177
11.32,0.23,0.182
11.324,0.228,0.18
11.328,0.225,0.195
11.332,0.228,0.195
11.336,0.228,0.188
11.34,0.237,0.195
11.344,0.258,0.205
11.348,0.268,0.188
11.352,0.247,0.182
11.356,0.247,0.177
11.36,0.24,0.182
11.364,0.233,0.177
11.368,0.235,0.18
11.372,0.258,0.198
11.376,0.28,0.203
11.38,0.297,0.235
11.384,0.315,0.263
11.388,0.338,0.355
11.392,0.36,0.475
11.396,0.42,0.618
11.4,0.512,0.76
11.404,0.585,0.853
11.408,0.63,0.858
11.412,0.637,0.818
11.416,0.578,0.77
11.42,0.485,0.715
11.424,0.375,0.705
11.428,0.268,0.695
11.432,0.19,0.685
11.436,0.138,0.69
11.44,0.075,0.688
11.444,0.025,0.66
11.448,-0.022,0.62
11.452,-0.072,0.55
11.456,-0.08,0.482
11.46,-0.085,0.405
11.464,-0.028,0.352
11.468,0.013,0.328
11.472,0.06,0.312
11.476,0.09,0.285
11.48,0.105,0.247
11.484,0.09,0.212
11.488,0.075,0.17
11.492,0.077,0.14
11.496,0.087,0.138
11.5,0.125,0.142
11.504,0.168,0.138
11.508,0.193,0.133
11.512,0.212,0.133
11.516,0.212,0.1
11.52,0.212,0.095
11.524,0.198,0.087
11.528,0.193,0.085
11.532,0.182,0.09
11.536,0.185,0.095
11.54,0.21,0.095
11.544,0.225,0.098
11.548,0.235,0.087
11.552,0.228,0.065
11.556,0.223,0.06
11.56,0.215,0.055
11.564,0.198,0.062
11.568,0.217,0.072
11.572,0.22,0.068
11.576,0.233,0.08
11.58,0.237,0.07
11.584,0.235,0.06
11.588,0.228,0.043
11.592,0.22,0.048
11.596,0.215,0.04
11.6,0.21,0.043
11.604,0.228,0.055
11.608,0.23,0.05
11.612,0.233,0.055
11.616,0.237,0.037
11.62,0.223,0.01
11.624,0.225,0.01
11.628,0.233,0.005
11.632,0.237,0.007
11.636,0.247,0.007
11.64,0.253,0.005
11.644,0.273,-0.005
11.648,0.258,-0.022
11.652,0.263,-0.048
11.656,0.268,-0.055
11.66,0.265,-0.075
11.664,0.273,-0.08
11.668,0.282,-0.068
11.672,0.297,-0.068
11.676,0.305,-0.075
11.68,0.325,-0.085
11.684,0.328,-0.102
11.688,0.318,-0.115
11.692,0.31,-0.117
11.696,0.333,-0.12
11.7,0.335,-0.11
11.704,0.36,-0.11
11.708,0.383,-0.113
11.712,0.398,-0.107
11.716,0.403,-0.113
11.72,0.417,-0.122
11.724,0.417,-0.125
11.728,0.427,-0.115
11.732,0.43,-0.107
11.736,0.453,-0.087
11.74,0.475,-0.08
11.744,0.49,-0.075
11.748,0.507,-0.08
11.752,0.512,-0.083
11.756,0.52,-0.068
11.76,0.515,-0.077
11.764,0.525,-0.05
11.768,0.537,-0.033
11.772,0.557,-0.015
11.776,0.573,-0.013
11.78,0.583,-0.003
11.784,0.585,0.003
11.788,0.578,-0.013
11.792,0.565,-0.003
11.796,0.547,0.018
11.8,0.542,0.033
11.804,0.537,0.065
11.808,0.54,0.072
11.812,0.537,0.08
11.816,0.522,0.08
11.82,0.495,0.062
11.824,0.47,0.065
11.828,0.45,0.09
11.832,0.432,0.087
11.836,0.42,0.117
11.84,0.41,0.125
11.844,0.393,0.115
11.848,0.388,0.125
11.852,0.357,0.102
11.856,0.352,0.1
11.86,0.333,0.113
11.864,0.328,0.115
11.868,0.328,0.12
11.872,0.325,0.133
11.876,0.338,0.14
11.88,0.335,0.14
11.884,0.318,0.133
11.888,0.307,0.13
11.892,0.287,0.117
11.896,0.278,0.128
11.9,0.275,0.138
11.904,0.278,0.155
11.908,0.3,0.158
11.912,0.305,0.158
11.916,0.302,0.15
11.92,0.292,0.142
11.924,0.29,0.133
11.928,0.27,0.135
11.932,0.273,0.142
11.936,0.273,0.158
11.94,0.27,0.175
11.944,0.287,0.175
11.948,0.29,0.16
11.952,0.287,0.158
11.956,0.27,0.147
11.96,0.253,0.152
11.964,0.265,0.158
11.968,0.265,0.163
11.972,0.278,0.172
11.976,0.287,0.175
11.98,0.287,0.177
11.984,0.278,0.158
11.988,0.273,0.155
11.992,0.253,0.145
11.996,0.242,0.163
12,0.25,0.163
12.004,0.263,0.177
12.008,0.27,0.18
12.012,0.28,0.185
12.016,0.28,0.172
12.02,0.263,0.165
12.024,0.255,0.155
12.028,0.253,0.168
12.032,0.253,0.165
12.036,0.242,0.185
12.04,0.258,0.193
12.044,0.258,0.185
12.048,0.258,0.19
12.052,0.263,0.172
12.056,0.258,0.163
12.06,0.247,0.17
12.064,0.25,0.158
12.068,0.25,0.177
12.072,0.25,0.193
12.076,0.263,0.195
12.08,0.27,0.188
12.084,0.263,0.18
12.088,0.258,0.175
12.092,0.253,0.177
12.096,0.237,0.17
12.1,0.233,0.177
12.104,0.245,0.193
12.108,0.255,0.19
12.112,0.27,0.185
12.116,0.25,0.188
12.12,0.242,0.18
12.124,0.24,0.172
12.128,0.242,0.17
12.132,0.242,0.172
12.136,0.25,0.185
12.14,0.247,0.203
12.144,0.265,0.205
12.148,0.268,0.203
12.152,0.25,0.188
12.156,0.23,0.188
12.16,0.225,0.185
12.164,0.212,0.19
12.168,0.22,0.195
12.172,0.223,0.212
12.176,0.24,0.203
12.18,0.247,0.212
12.184,0.237,0.198
12.188,0.242,0.188
12.192,0.235,0.177
12.196,0.23,0.172
12.2,0.242,0.195
12.204,0.25,0.19
12.208,0.258,0.19
12.212,0.263,0.188
12.216,0.258,0.177
12.22,0.247,0.175
12.224,0.242,0.165
12.228,0.237,0.165
12.232,0.233,0.172
12.236,0.237,0.177
12.24,0.247,0.188
12.244,0.255,0.18
12.248,0.258,0.18
12.252,0.255,0.17
12.256,0.24,0.15
12.26,0.237,0.152
12.264,0.228,0.155
12.268,0.24,0.168
12.272,0.25,0.172
12.276,0.255,0.177
12.28,0.265,0.175
12.284,0.258,0.15
12.288,0.245,0.142
12.292,0.24,0.155
12.296,0.237,0.152
12.3,0.23,0.158
12.304,0.235,0.188
12.308,0.25,0.175
12.312,0.26,0.172
12.316,0.255,0.165
12.32,0.247,0.15
12.324,0.237,0.145
12.328,0.23,0.147
12.332,0.233,0.15
12.336,0.228,0.175
12.34,0.242,0.165
12.344,0.253,0.175
12.348,0.245,0.165
12.352,0.245,0.155
12.356,0.24,0.155
12.36,0.217,0.145
12.364,0.217,0.142
12.368,0.23,0.163
12.372,0.247,0.168
12.376,0.247,0.16
12.38,0.247,0.168
12.384,0.25,0.15
12.388,0.242,0.142
12.392,0.24,0.147
12.396,0.223,0.133
12.4,0.235,0.14
12.404,0.24,0.172
12.408,0.253,0.185
12.412,0.258,0.172
12.416,0.25,0.163
12.42,0.245,0.145
12.424,0.22,0.152
12.428,0.223,0.155
12.432,0.228,0.165
12.436,0.235,0.177
12.44,0.25,0.175
12.444,0.255,0.177
12.448,0.253,0.168
12.452,0.242,0.155
12.456,0.235,0.152
12.46,0.223,0.158
12.464,0.223,0.142
12.468,0.228,0.16
12.472,0.247,0.168
12.476,0.263,0.172
12.48,0.26,0.17
12.484,0.255,0.155
12.488,0.24,0.142
12.492,0.235,0.138
12.496,0.225,0.147
12.5,0.228,0.158
12.504,0.24,0.175
12.508,0.24,0.177
12.512,0.253,0.16
12.516,0.255,0.152
12.52,0.235,0.147
12.524,0.215,0.145
12.528,0.21,0.15
12.532,0.223,0.163
12.536,0.223,0.175
12.54,0.23,0.172
12.544,0.235,0.165
12.548,0.24,0.158
12.552,0.235,0.163
12.556,0.212,0.155
12.56,0.215,0.14
12.564,0.207,0.142
12.568,0.215,0.158
12.572,0.223,0.158
12.576,0.235,0.168
12.58,0.242,0.155
12.584,0.235,0.15
12.588,0.215,0.142
12.592,0.215,0.142
12.596,0.22,0.142
12.6,0.212,0.152
12.604,0.217,0.17
12.608,0.228,0.16
12.612,0.23,0.165
12.616,0.228,0.155
12.62,0.23,0.14
12.624,0.2,0.13
12.628,0.207,0.13
12.632,0.198,0.138
12.636,0.215,0.152
12.64,0.225,0.17
12.644,0.233,0.16
12.648,0.215,0.163
12.652,0.217,0.147
12.656,0.207,0.14
12.66,0.198,0.135
12.664,0.195,0.145
12.668,0.195,0.147
12.672,0.217,0.155
12.676,0.22,0.15
12.68,0.225,0.15
12.684,0.235,0.135
12.688,0.21,0.13
12.692,0.2,0.125
12.696,0.188,0.135
12.7,0.19,0.142
12.704,0.207,0.152
12.708,0.217,0.158
12.712,0.223,0.163
12.716,0.215,0.138
12.72,0.212,0.128
12.724,0.185,0.115
12.728,0.182,0.122
12.732,0.193,0.135
12.736,0.198,0.142
12.74,0.205,0.158
12.744,0.217,0.145
12.748,0.22,0.145
12.752,0.21,0.122
12.756,0.193,0.117
12.76,0.188,0.115
12.764,0.182,0.115
12.768,0.188,0.14
12.772,0.19,0.15
12.776,0.205,0.135
12.78,0.205,0.135
12.784,0.207,0.133
12.788,0.2,0.11
12.792,0.185,0.125
12.796,0.175,0.122
12.8,0.177,0.13
12.804,0.195,0.147
12.808,0.21,0.155
12.812,0.21,0.138
12.816,0.205,0.13
12.82,0.193,0.125
12.824,0.177,0.122
12.828,0.172,0.128
12.832,0.177,0.13
12.836,0.175,0.152
12.84,0.193,0.152
12.844,0.203,0.152
12.848,0.207,0.142
12.852,0.2,0.135
12.856,0.177,0.122
12.86,0.17,0.13
12.864,0.168,0.122
12.868,0.168,0.138
