'Elapsed time','ECG'
32.72,0
32.73,0.035
32.74,0.035
32.75,0.125
32.76,0.155
32.77,0.095
32.78,0.015
32.79,-0.03
32.8,-0.03
32.81,-0.155
32.82,-0.17
32.83,-0.185
32.84,-0.175
32.85,-0.195
32.86,-0.185
32.87,0.19
32.88,1.105
32.89,1.685
32.9,0.195
32.91,-0.65
32.92,-0.62
32.93,-0.385
32.94,-0.145
32.95,-0.155
32.96,-0.135
32.97,-0.145
32.98,-0.125
32.99,-0.135
33,-0.115
33.01,-0.11
33.02,-0.065
33.03,-0.055
33.04,-0.03
33.05,-0.02
33.06,0.015
33.07,0.04
33.08,0.08
33.09,0.095
33.1,0.13
33.11,0.15
33.12,0.19
33.13,0.21
33.14,0.215
33.15,0.22
33.16,0.235
33.17,0.23
33.18,0.225
33.19,0.195
33.2,0.17
33.21,0.13
33.22,0.09
33.23,0.055
33.24,0.04
33.25,0.02
33.26,0.01
33.27,0.01
33.28,0.005
33.29,0.015
33.3,0.01
33.31,0.01
33.32,0
33.33,0
33.34,0
33.35,0
33.36,-0.015
33.37,-0.02
33.38,-0.03
33.39,-0.035
33.4,-0.045
33.41,-0.045
33.42,-0.055
33.43,-0.04
33.44,-0.055
33.45,-0.05
33.46,-0.055
33.47,-0.04
33.48,-0.065
33.49,-0.06
33.5,-0.06
33.51,-0.05
33.52,-0.07
33.53,-0.065
33.54,-0.07
33.55,-0.055
33.56,-0.08
33.57,-0.065
33.58,-0.085
33.59,-0.06
33.6,-0.085
33.61,-0.075
33.62,-0.095
33.63,-0.065
33.64,-0.045
33.65,0.005
33.66,0.05
33.67,0.065
33.68,0.165
33.69,0.17
33.7,0.095
33.71,0.025
33.72,-0.04
33.73,-0.035
33.74,-0.17
33.75,-0.17
33.76,-0.2
33.77,-0.17
33.78,-0.195
33.79,-0.135
33.8,0.265
33.81,1.065
33.82,1.555
33.83,0.07
33.84,-0.695
33.85,-0.655
33.86,-0.415
33.87,-0.17
33.88,-0.16
33.89,-0.145
33.9,-0.145
33.91,-0.125
33.92,-0.14
33.93,-0.1
33.94,-0.11
33.95,-0.08
33.96,-0.065
33.97,-0.02
33.98,-0.015
33.99,0.015
34,0.025
34.01,0.065
34.02,0.105
34.03,0.125
34.04,0.16
34.05,0.18
34.06,0.2
34.07,0.23
34.08,0.205
34.09,0.23
34.1,0.215
34.11,0.205
34.12,0.165
34.13,0.15
34.14,0.09
34.15,0.06
34.16,0.03
34.17,0.015
34.18,0.015
34.19,0
34.2,0
34.21,0
34.22,-0.01
34.23,0.005
34.24,-0.005
34.25,0
34.26,-0.025
34.27,-0.025
34.28,-0.03
34.29,-0.04
34.3,-0.04
34.31,-0.045
34.32,-0.055
34.33,-0.055
34.34,-0.06
34.35,-0.055
34.36,-0.065
34.37,-0.07
34.38,-0.07
34.39,-0.08
34.4,-0.08
34.41,-0.075
34.42,-0.08
34.43,-0.085
34.44,-0.095
34.45,-0.08
34.46,-0.085
34.47,-0.1
34.48,-0.085
34.49,-0.09
34.5,-0.1
34.51,-0.1
34.52,-0.1
34.53,-0.025
34.54,0.015
34.55,0.02
34.56,0.08
34.57,0.185
34.58,0.12
34.59,0.055
34.6,-0.015
34.61,-0.025
34.62,-0.145
34.63,-0.17
34.64,-0.2
34.65,-0.195
34.66,-0.19
34.67,-0.235
34.68,0.06
34.69,0.73
34.7,1.305
34.71,0.725
34.72,-0.235
34.73,-0.72
34.74,-0.615
34.75,-0.33
34.76,-0.18
34.77,-0.155
34.78,-0.16
34.79,-0.135
34.8,-0.14
34.81,-0.11
34.82,-0.1
34.83,-0.08
34.84,-0.065
34.85,-0.04
34.86,-0.01
34.87,0.01
34.88,0.03
34.89,0.05
34.9,0.075
34.91,0.125
34.92,0.15
34.93,0.17
34.94,0.195
34.95,0.215
34.96,0.215
34.97,0.235
34.98,0.22
34.99,0.225
35,0.19
35.01,0.145
35.02,0.125
35.03,0.085
35.04,0.065
35.05,0.005
35.06,-0.005
35.07,0
35.08,0.01
35.09,0.005
35.1,-0.005
35.11,-0.03
35.12,-0.025
35.13,-0.01
35.14,-0.015
35.15,-0.015
35.16,-0.045
35.17,-0.04
35.18,-0.03
35.19,-0.045
35.2,-0.065
35.21,-0.075
35.22,-0.06
35.23,-0.06
35.24,-0.08
35.25,-0.075
35.26,-0.085
35.27,-0.065
35.28,-0.08
35.29,-0.09
35.3,-0.085
35.31,-0.065
35.32,-0.09
35.33,-0.085
35.34,-0.1
35.35,-0.09
35.36,-0.09
35.37,-0.09
35.38,-0.095
35.39,-0.03
35.4,0.04
35.41,0.035
35.42,0.085
35.43,0.2
35.44,0.145
35.45,0.05
35.46,-0.01
35.47,-0.025
35.48,-0.13
35.49,-0.15
35.5,-0.2
35.51,-0.19
35.52,-0.17
35.53,-0.215
35.54,0.065
35.55,0.83
35.56,1.44
35.57,0.705
35.58,-0.32
35.59,-0.775
35.6,-0.61
35.61,-0.325
35.62,-0.18
35.63,-0.145
35.64,-0.155
35.65,-0.13
35.66,-0.13
35.67,-0.12
35.68,-0.1
35.69,-0.075
35.7,-0.075
35.71,-0.035
35.72,-0.035
35.73,0.005
35.74,0.03
35.75,0.05
35.76,0.07
35.77,0.125
35.78,0.15
35.79,0.205
35.8,0.2
35.81,0.215
35.82,0.235
35.83,0.225
35.84,0.235
35.85,0.205
35.86,0.19
35.87,0.15
35.88,0.095
35.89,0.075
35.9,0.035
35.91,0.015
35.92,0
35.93,-0.015
35.94,-0.005
35.95,-0.015
35.96,-0.02
35.97,0
35.98,-0.015
35.99,-0.01
36,-0.02
36.01,-0.025
36.02,-0.035
36.03,-0.02
36.04,-0.04
36.05,-0.055
36.06,-0.055
36.07,-0.055
36.08,-0.06
36.09,-0.07
36.1,-0.065
36.11,-0.07
36.12,-0.065
36.13,-0.065
36.14,-0.085
36.15,-0.065
36.16,-0.075
36.17,-0.095
36.18,-0.095
36.19,-0.09
36.2,-0.085
36.21,-0.1
36.22,-0.085
36.23,-0.075
36.24,-0.025
36.25,0.02
36.26,0.03
36.27,0.085
36.28,0.195
36.29,0.145
36.3,0.045
36.31,-0.015
36.32,-0.04
36.33,-0.135
36.34,-0.2
36.35,-0.22
36.36,-0.2
36.37,-0.205
36.38,-0.26
36.39,0.04
36.4,0.775
36.41,1.44
36.42,0.905
36.43,-0.28
36.44,-0.79
36.45,-0.6
36.46,-0.315
36.47,-0.17
36.48,-0.165
36.49,-0.16
36.5,-0.14
36.51,-0.14
36.52,-0.135
36.53,-0.125
36.54,-0.09
36.55,-0.075
36.56,-0.04
36.57,-0.03
36.58,0.005
36.59,0.025
36.6,0.04
36.61,0.085
36.62,0.115
36.63,0.155
36.64,0.2
36.65,0.22
36.66,0.23
36.67,0.24
36.68,0.25
36.69,0.26
36.7,0.245
36.71,0.2
36.72,0.16
36.73,0.115
36.74,0.07
36.75,0.04
36.76,0.01
36.77,0
36.78,-0.005
36.79,-0.01
36.8,-0.015
36.81,0
36.82,0
36.83,-0.005
36.84,-0.015
36.85,-0.005
36.86,-0.015
36.87,-0.025
36.88,-0.035
36.89,-0.035
36.9,-0.045
36.91,-0.05
36.92,-0.06
36.93,-0.06
36.94,-0.075
36.95,-0.06
36.96,-0.08
36.97,-0.07
36.98,-0.075
36.99,-0.075
37,-0.095
37.01,-0.075
37.02,-0.09
37.03,-0.08
37.04,-0.095
37.05,-0.08
37.06,-0.095
37.07,-0.08
37.08,-0.1
37.09,-0.09
37.1,-0.065
37.11,0
37.12,0.04
37.13,0.045
37.14,0.16
37.15,0.15
37.16,0.07
37.17,0.02
37.18,-0.04
37.19,-0.065
37.2,-0.19
37.21,-0.185
37.22,-0.2
37.23,-0.19
37.24,-0.22
37.25,-0.155
37.26,0.295
37.27,1.22
37.28,1.71
37.29,0.065
37.3,-0.73
37.31,-0.63
37.32,-0.395
37.33,-0.15
37.34,-0.17
37.35,-0.155
37.36,-0.165
37.37,-0.14
37.38,-0.14
37.39,-0.11
37.4,-0.105
37.41,-0.075
37.42,-0.065
37.43,-0.03
37.44,-0.02
37.45,0.01
37.46,0.035
37.47,0.075
37.48,0.1
37.49,0.145
37.5,0.17
37.51,0.2
37.52,0.21
37.53,0.22
37.54,0.22
37.55,0.23
37.56,0.22
37.57,0.205
37.58,0.165
37.59,0.135
37.6,0.095
37.61,0.055
37.62,0.025
37.63,0.01
37.64,0.005
37.65,0
37.66,-0.005
37.67,0
37.68,0.005
37.69,0.005
37.7,0
37.71,0
37.72,-0.005
37.73,-0.015
37.74,-0.02
37.75,-0.03
37.76,-0.03
37.77,-0.04
37.78,-0.045
37.79,-0.055
37.8,-0.055
37.81,-0.06
37.82,-0.06
37.83,-0.065
37.84,-0.065
37.85,-0.075
37.86,-0.07
37.87,-0.08
37.88,-0.075
37.89,-0.085
37.9,-0.075
37.91,-0.085
37.92,-0.08
37.93,-0.09
37.94,-0.095
37.95,-0.105
37.96,-0.095
37.97,-0.105
37.98,-0.1
37.99,-0.07
38,-0.005
38.01,0.03
38.02,0.02
38.03,0.11
38.04,0.15
38.05,0.105
38.06,0.02
38.07,-0.035
38.08,-0.04
38.09,-0.16
38.1,-0.19
38.11,-0.2
38.12,-0.185
38.13,-0.19
38.14,-0.225
38.15,0.085
38.16,0.915
38.17,1.56
38.18,0.55
38.19,-0.5
38.2,-0.695
38.21,-0.44
38.22,-0.18
38.23,-0.17
38.24,-0.16
38.25,-0.155
38.26,-0.135
38.27,-0.135
38.28,-0.12
38.29,-0.11
38.3,-0.085
38.31,-0.065
38.32,-0.04
38.33,-0.02
38.34,0.005
38.35,0.025
38.36,0.06
38.37,0.085
38.38,0.12
38.39,0.155
38.4,0.18
38.41,0.195
38.42,0.205
38.43,0.195
38.44,0.21
38.45,0.21
38.46,0.2
38.47,0.175
38.48,0.155
38.49,0.11
38.5,0.075
38.51,0.05
38.52,0.025
38.53,0.01
38.54,0.01
38.55,0
38.56,0
38.57,0.01
38.58,0.005
38.59,0
38.6,0
38.61,-0.01
38.62,-0.02
38.63,-0.02
38.64,-0.025
38.65,-0.02
38.66,-0.035
38.67,-0.04
38.68,-0.045
38.69,-0.055
38.7,-0.06
38.71,-0.06
38.72,-0.065
38.73,-0.065
38.74,-0.075
38.75,-0.065
38.76,-0.08
38.77,-0.07
38.78,-0.075
38.79,-0.065
38.8,-0.075
38.81,-0.085
38.82,-0.085
38.83,-0.07
38.84,-0.085
38.85,-0.08
38.86,-0.095
38.87,-0.07
38.88,-0.095
38.89,-0.08
38.9,-0.055
38.91,0
38.92,0.03
38.93,0.05
38.94,0.15
38.95,0.165
38.96,0.115
38.97,0.035
38.98,-0.03
38.99,-0.045
39,-0.165
39.01,-0.165
39.02,-0.185
39.03,-0.175
39.04,-0.2
39.05,-0.18
39.06,0.175
39.07,0.96
39.08,1.48
39.09,0.235
39.1,-0.55
39.11,-0.675
39.12,-0.455
39.13,-0.19
39.14,-0.17
39.15,-0.145
39.16,-0.165
39.17,-0.125
39.18,-0.13
39.19,-0.1
39.2,-0.1
39.21,-0.08
39.22,-0.075
39.23,-0.04
39.24,-0.03
39.25,0.005
39.26,0.015
39.27,0.055
39.28,0.07
39.29,0.105
39.3,0.125
39.31,0.16
39.32,0.175
39.33,0.19
39.34,0.18
39.35,0.2
39.36,0.21
39.37,0.195
39.38,0.165
39.39,0.155
39.4,0.11
39.41,0.08
39.42,0.035
39.43,0.035
39.44,0.025
39.45,0.015
39.46,0
39.47,0
39.48,0
39.49,0.005
39.5,0
39.51,-0.005
39.52,-0.01
39.53,-0.02
39.54,-0.015
39.55,-0.035
39.56,-0.045
39.57,-0.045
39.58,-0.045
39.59,-0.04
39.6,-0.06
39.61,-0.075
39.62,-0.065
39.63,-0.06
39.64,-0.065
39.65,-0.07
39.66,-0.07
39.67,-0.08
39.68,-0.07
39.69,-0.07
39.7,-0.075
39.71,-0.09
39.72,-0.09
39.73,-0.075
39.74,-0.09
39.75,-0.08
39.76,-0.1
39.77,-0.085
39.78,-0.09
39.79,-0.075
39.8,-0.115
39.81,-0.09
39.82,-0.07
39.83,-0.02
39.84,0.015
39.85,0.025
39.86,0.13
39.87,0.17
39.88,0.095
39.89,0.015
39.9,-0.04
39.91,-0.055
39.92,-0.185
39.93,-0.185
39.94,-0.205
39.95,-0.175
39.96,-0.22
39.97,-0.165
39.98,0.245
39.99,1.005
40,1.455
40.01,0.175
40.02,-0.56
40.03,-0.705
40.04,-0.5
40.05,-0.23
40.06,-0.185
40.07,-0.155
40.08,-0.155
40.09,-0.135
40.1,-0.145
40.11,-0.11
40.12,-0.105
40.13,-0.075
40.14,-0.075
40.15,-0.035
40.16,-0.035
40.17,0
40.18,0.015
40.19,0.055
40.2,0.07
40.21,0.105
40.22,0.125
40.23,0.155
40.24,0.16
40.25,0.185
40.26,0.195
40.27,0.21
40.28,0.195
40.29,0.175
40.3,0.16
40.31,0.135
40.32,0.1
40.33,0.06
40.34,0.035
40.35,0.015
40.36,0.01
40.37,-0.005
40.38,-0.01
40.39,-0.005
40.4,0
40.41,0
40.42,-0.015
40.43,-0.015
40.44,-0.02
40.45,-0.035
40.46,-0.045
40.47,-0.05
40.48,-0.045
40.49,-0.06
40.5,-0.07
40.51,-0.08
40.52,-0.07
40.53,-0.075
40.54,-0.08
40.55,-0.085
40.56,-0.085
40.57,-0.09
40.58,-0.085
40.59,-0.085
40.6,-0.095
40.61,-0.1
40.62,-0.09
40.63,-0.1
40.64,-0.095
40.65,-0.105
40.66,-0.1
40.67,-0.1
40.68,-0.1
40.69,-0.11
40.7,-0.095
40.71,-0.055
40.72,0.01
40.73,0.02
40.74,0.055
40.75,0.17
40.76,0.12
40.77,0.04
40.78,-0.02
40.79,-0.04
40.8,-0.13
40.81,-0.2
40.82,-0.195
40.83,-0.2
40.84,-0.195
40.85,-0.245
40.86,0
40.87,0.645
40.88,1.3
40.89,0.99
40.9,-0.205
40.91,-0.735
40.92,-0.56
40.93,-0.3
40.94,-0.16
40.95,-0.16
40.96,-0.14
40.97,-0.14
40.98,-0.125
40.99,-0.115
41,-0.095
41.01,-0.085
41.02,-0.06
41.03,-0.045
41.04,-0.02
41.05,0
41.06,0.03
41.07,0.05
41.08,0.085
41.09,0.115
41.1,0.145
41.11,0.175
41.12,0.2
41.13,0.205
41.14,0.21
41.15,0.22
41.16,0.22
41.17,0.21
41.18,0.185
41.19,0.15
41.2,0.105
41.21,0.07
41.22,0.04
41.23,0.02
41.24,0.005
41.25,0
41.26,0
41.27,-0.005
41.28,0
41.29,-0.005
41.3,0
41.31,0
41.32,0
41.33,-0.01
41.34,-0.015
41.35,-0.025
41.36,-0.03
41.37,-0.035
41.38,-0.04
41.39,-0.05
41.4,-0.05
41.41,-0.055
41.42,-0.06
41.43,-0.07
41.44,-0.065
41.45,-0.075
41.46,-0.065
41.47,-0.07
41.48,-0.065
41.49,-0.08
41.5,-0.07
41.51,-0.08
41.52,-0.075
41.53,-0.085
41.54,-0.075
41.55,-0.085
41.56,-0.08
41.57,-0.085
41.58,-0.075
41.59,-0.095
41.6,-0.08
41.61,-0.095
41.62,-0.08
41.63,-0.095
41.64,-0.085
41.65,-0.105
41.66,-0.085
41.67,-0.07
41.68,-0.01
41.69,0.025
41.7,0.03
41.71,0.11
41.72,0.15
41.73,0.095
41.74,0.02
41.75,-0.035
41.76,-0.03
41.77,-0.165
41.78,-0.18
41.79,-0.19
41.8,-0.165
41.81,-0.2
41.82,-0.19
41.83,0.18
41.84,1.085
41.85,1.64
41.86,0.19
41.87,-0.64
41.88,-0.625
41.89,-0.39
41.9,-0.15
41.91,-0.16
41.92,-0.14
41.93,-0.15
41.94,-0.13
41.95,-0.135
41.96,-0.105
41.97,-0.115
41.98,-0.075
41.99,-0.07
42,-0.03
42.01,-0.015
42.02,0.015
42.03,0.03
42.04,0.06
42.05,0.085
42.06,0.125
42.07,0.15
42.08,0.185
42.09,0.195
42.1,0.21
42.11,0.205
42.12,0.21
42.13,0.205
42.14,0.2
42.15,0.17
42.16,0.145
42.17,0.11
42.18,0.08
42.19,0.05
42.2,0.025
42.21,0.015
42.22,0.01
42.23,0.01
42.24,0.015
42.25,0.01
42.26,0.015
42.27,0.015
42.28,0.015
42.29,0.005
42.3,0
42.31,0
42.32,-0.005
42.33,-0.015
42.34,-0.02
42.35,-0.03
42.36,-0.025
42.37,-0.035
42.38,-0.035
42.39,-0.04
42.4,-0.04
42.41,-0.045
42.42,-0.045
42.43,-0.055
42.44,-0.055
42.45,-0.06
42.46,-0.055
42.47,-0.06
42.48,-0.055
42.49,-0.065
42.5,-0.065
42.51,-0.065
42.52,-0.065
42.53,-0.07
42.54,-0.06
42.55,-0.075
42.56,-0.065
42.57,-0.075
42.58,-0.065
42.59,-0.075
42.6,-0.07
42.61,-0.08
42.62,-0.065
42.63,-0.08
42.64,-0.07
42.65,-0.08
42.66,-0.08
42.67,-0.065
42.68,-0.01
42.69,0.035
42.7,0.04
42.71,0.105
42.72,0.18
42.73,0.12
42.74,0.03
42.75,-0.025
42.76,-0.02
42.77,-0.145
42.78,-0.18
42.79,-0.19
42.8,-0.185
42.81,-0.19
42.82,-0.205
42.83,0.12
42.84,0.9
42.85,1.44
42.86,0.32
42.87,-0.53
42.88,-0.675
42.89,-0.455
42.9,-0.19
42.91,-0.17
42.92,-0.155
42.93,-0.155
42.94,-0.135
42.95,-0.145
42.96,-0.12
42.97,-0.11
42.98,-0.075
42.99,-0.065
43,-0.035
43.01,-0.03
43.02,0.01
43.03,0.025
43.04,0.06
43.05,0.075
43.06,0.11
43.07,0.145
43.08,0.17
43.09,0.185
43.1,0.195
43.11,0.2
43.12,0.215
43.13,0.2
43.14,0.205
43.15,0.19
43.16,0.16
43.17,0.11
43.18,0.08
43.19,0.055
43.2,0.03
43.21,0.015
43.22,0.01
43.23,-0.01
43.24,0.01
43.25,0.01
43.26,0
43.27,-0.005
43.28,0
43.29,0
43.3,0
43.31,-0.02
43.32,-0.03
43.33,-0.03
43.34,-0.035
43.35,-0.05
43.36,-0.04
43.37,-0.045
43.38,-0.06
43.39,-0.06
43.4,-0.05
43.41,-0.055
43.42,-0.05
43.43,-0.065
43.44,-0.055
43.45,-0.06
43.46,-0.06
43.47,-0.055
43.48,-0.07
43.49,-0.075
43.5,-0.065
43.51,-0.075
43.52,-0.075
43.53,-0.085
43.54,-0.07
43.55,-0.07
43.56,-0.07
43.57,-0.1
43.58,-0.055
43.59,-0.09
43.6,-0.075
43.61,-0.065
43.62,-0.025
43.63,0.025
43.64,0.05
43.65,0.12
43.66,0.21
43.67,0.125
43.68,0.045
43.69,-0.03
43.7,-0.025
43.71,-0.16
43.72,-0.17
43.73,-0.195
43.74,-0.16
43.75,-0.2
43.76,-0.17
43.77,0.215
43.78,0.915
43.79,1.395
43.8,0.32
43.81,-0.405
43.82,-0.7
43.83,-0.545
43.84,-0.245
43.85,-0.16
43.86,-0.125
43.87,-0.15
43.88,-0.11
43.89,-0.14
43.9,-0.095
43.91,-0.085
43.92,-0.055
43.93,-0.06
43.94,-0.015
43.95,-0.01
43.96,0.03
43.97,0.04
43.98,0.045
43.99,0.095
44,0.13
44.01,0.125
44.02,0.185
44.03,0.19
44.04,0.205
44.05,0.2
44.06,0.21
44.07,0.22
44.08,0.215
44.09,0.19
44.1,0.15
44.11,0.12
44.12,0.08
44.13,0.055
44.14,0.04
44.15,0.02
44.16,0
44.17,-0.01
44.18,0
44.19,0.005
44.2,-0.01
44.21,-0.01
44.22,-0.005
44.23,-0.005
44.24,-0.02
44.25,-0.025
44.26,-0.01
44.27,-0.045
44.28,-0.04
44.29,-0.04
44.3,-0.055
44.31,-0.07
44.32,-0.065
44.33,-0.075
44.34,-0.075
44.35,-0.07
44.36,-0.07
44.37,-0.075
44.38,-0.085
44.39,-0.075
44.4,-0.065
44.41,-0.085
44.42,-0.1
44.43,-0.08
44.44,-0.09
44.45,-0.085
44.46,-0.095
44.47,-0.1
44.48,-0.035
44.49,0.01
44.5,0.03
44.51,0.075
44.52,0.215
44.53,0.14
44.54,0.06
44.55,0
44.56,-0.035
44.57,-0.11
44.58,-0.18
44.59,-0.215
44.6,-0.18
44.61,-0.19
44.62,-0.24
44.63,0.04
44.64,0.715
44.65,1.285
44.66,0.81
44.67,-0.2
44.68,-0.755
44.69,-0.675
44.7,-0.36
44.71,-0.18
44.72,-0.16
44.73,-0.16
44.74,-0.145
44.75,-0.135
44.76,-0.115
44.77,-0.12
44.78,-0.1
44.79,-0.07
44.8,-0.055
44.81,-0.05
44.82,0
44.83,0.02
44.84,0.05
44.85,0.09
44.86,0.105
44.87,0.155
44.88,0.155
44.89,0.195
44.9,0.225
44.91,0.22
44.92,0.24
44.93,0.215
44.94,0.225
44.95,0.175
44.96,0.145
44.97,0.105
44.98,0.065
44.99,0.03
45,-0.015
45.01,-0.01
45.02,-0.015
45.03,-0.035
45.04,-0.005
45.05,-0.01
45.06,-0.025
45.07,-0.045
45.08,-0.02
45.09,-0.035
45.1,-0.05
45.11,-0.04
45.12,-0.055
45.13,-0.06
45.14,-0.075
45.15,-0.07
45.16,-0.085
45.17,-0.08
45.18,-0.09
45.19,-0.095
45.2,-0.09
45.21,-0.1
45.22,-0.085
45.23,-0.095
45.24,-0.09
45.25,-0.105
45.26,-0.105
45.27,-0.11
45.28,-0.12
45.29,-0.095
45.3,-0.055
45.31,0.005
45.32,0.02
45.33,0.055
45.34,0.17
45.35,0.145
45.36,0.045
45.37,-0.025
45.38,-0.04
45.39,-0.125
45.4,-0.195
45.41,-0.2
45.42,-0.21
45.43,-0.2
45.44,-0.25
45.45,0.025
45.46,0.72
45.47,1.365
45.48,0.965
45.49,-0.24
45.5,-0.765
45.51,-0.625
45.52,-0.34
45.53,-0.165
45.54,-0.16
45.55,-0.155
45.56,-0.145
45.57,-0.125
45.58,-0.13
45.59,-0.12
45.6,-0.085
45.61,-0.075
45.62,-0.055
45.63,-0.02
45.64,0
45.65,0.025
45.66,0.055
45.67,0.085
45.68,0.135
45.69,0.165
45.7,0.2
45.71,0.21
45.72,0.245
45.73,0.25
45.74,0.25
45.75,0.265
45.76,0.24
45.77,0.185
45.78,0.145
45.79,0.09
45.8,0.035
45.81,0.005
45.82,-0.01
45.83,-0.02
45.84,-0.025
45.85,-0.04
45.86,-0.045
45.87,-0.04
45.88,-0.035
45.89,-0.03
45.9,-0.025
45.91,-0.045
45.92,-0.045
45.93,-0.055
45.94,-0.055
45.95,-0.07
45.96,-0.07
45.97,-0.08
45.98,-0.07
45.99,-0.09
46,-0.1
46.01,-0.1
46.02,-0.095
46.03,-0.11
46.04,-0.1
46.05,-0.105
46.06,-0.095
46.07,-0.11
46.08,-0.115
46.09,-0.12
46.1,-0.105
46.11,-0.12
46.12,-0.09
46.13,-0.06
46.14,0
46.15,0.01
46.16,0.04
46.17,0.16
46.18,0.11
46.19,0.02
46.2,-0.005
46.21,-0.05
46.22,-0.1
46.23,-0.205
46.24,-0.205
46.25,-0.215
46.26,-0.195
46.27,-0.245
46.28,-0.09
46.29,0.47
46.3,1.33
46.31,1.515
46.32,-0.125
46.33,-0.81
46.34,-0.575
46.35,-0.325
46.36,-0.15
46.37,-0.17
46.38,-0.145
46.39,-0.15
46.4,-0.13
46.41,-0.135
46.42,-0.115
46.43,-0.105
46.44,-0.075
46.45,-0.055
46.46,-0.025
46.47,-0.015
46.48,0.02
46.49,0.04
46.5,0.075
46.51,0.105
46.52,0.155
46.53,0.18
46.54,0.215
46.55,0.235
46.56,0.25
46.57,0.25
46.58,0.255
46.59,0.22
46.6,0.205
46.61,0.16
46.62,0.11
46.63,0.075
46.64,0.02
46.65,-0.01
46.66,-0.02
46.67,-0.025
46.68,-0.025
46.69,-0.03
46.7,-0.03
46.71,-0.02
46.72,-0.025
46.73,-0.015
46.74,-0.005
46.75,-0.02
46.76,-0.03
46.77,-0.035
46.78,-0.02
46.79,-0.035
46.8,-0.04
46.81,-0.07
46.82,-0.065
46.83,-0.05
46.84,-0.06
46.85,-0.06
46.86,-0.06
46.87,-0.045
46.88,-0.075
46.89,-0.07
46.9,-0.07
46.91,-0.08
46.92,-0.085
46.93,-0.06
46.94,-0.09
46.95,-0.085
46.96,-0.09
46.97,-0.07
46.98,-0.1
46.99,-0.085
47,-0.075
47.01,-0.015
47.02,0.04
47.03,0.02
47.04,0.105
47.05,0.185
47.06,0.115
47.07,0.015
47.08,-0.04
47.09,-0.035
47.1,-0.16
47.11,-0.185
47.12,-0.19
47.13,-0.185
47.14,-0.195
47.15,-0.22
47.16,0.13
47.17,0.94
47.18,1.525
47.19,0.475
47.2,-0.465
47.21,-0.73
47.22,-0.53
47.23,-0.24
47.24,-0.16
47.25,-0.165
47.26,-0.14
47.27,-0.14
47.28,-0.14
47.29,-0.1
47.3,-0.11
47.31,-0.08
47.32,-0.065
47.33,-0.02
47.34,-0.02
47.35,0.005
47.36,0.03
47.37,0.06
47.38,0.08
47.39,0.125
47.4,0.16
47.41,0.205
47.42,0.22
47.43,0.225
47.44,0.23
47.45,0.26
47.46,0.25
47.47,0.245
47.48,0.2
47.49,0.165
47.5,0.115
47.51,0.085
47.52,0.045
47.53,0.01
47.54,0.015
47.55,-0.005
47.56,0
47.57,-0.015
47.58,-0.015
47.59,0.01
47.6,-0.015
47.61,-0.005
47.62,0
47.63,-0.025
47.64,-0.01
47.65,-0.04
47.66,-0.035
47.67,-0.045
47.68,-0.05
47.69,-0.05
47.7,-0.055
47.71,-0.075
47.72,-0.06
47.73,-0.07
47.74,-0.07
47.75,-0.08
47.76,-0.095
47.77,-0.08
47.78,-0.07
47.79,-0.085
47.8,-0.11
47.81,-0.085
47.82,-0.095
47.83,-0.1
47.84,-0.09
47.85,-0.095
47.86,-0.115
47.87,-0.1
47.88,-0.085
47.89,-0.05
47.9,0.02
47.91,0.03
47.92,0.065
47.93,0.19
47.94,0.13
47.95,0.055
47.96,-0.01
47.97,-0.02
47.98,-0.13
47.99,-0.185
48,-0.2
48.01,-0.19
48.02,-0.18
48.03,-0.23
48.04,0.055
48.05,0.75
48.06,1.375
48.07,0.88
48.08,-0.245
48.09,-0.765
48.1,-0.61
48.11,-0.335
48.12,-0.18
48.13,-0.155
48.14,-0.15
48.15,-0.145
48.16,-0.13
48.17,-0.11
48.18,-0.105
48.19,-0.085
48.2,-0.07
48.21,-0.05
48.22,-0.03
48.23,0
48.24,0.02
48.25,0.05
48.26,0.075
48.27,0.125
48.28,0.15
48.29,0.175
48.3,0.205
48.31,0.215
48.32,0.23
48.33,0.25
48.34,0.225
48.35,0.215
48.36,0.21
48.37,0.145
48.38,0.105
48.39,0.05
48.4,0.03
48.41,0.02
48.42,0
48.43,-0.01
48.44,0
48.45,-0.005
48.46,-0.02
48.47,-0.01
48.48,-0.005
48.49,-0.005
48.5,-0.02
48.51,-0.01
48.52,0
48.53,-0.02
48.54,-0.025
48.55,-0.04
48.56,-0.05
48.57,-0.045
48.58,-0.045
48.59,-0.055
48.6,-0.06
48.61,-0.065
48.62,-0.07
48.63,-0.065
48.64,-0.08
48.65,-0.065
48.66,-0.085
48.67,-0.08
48.68,-0.09
48.69,-0.075
48.7,-0.105
48.71,-0.09
48.72,-0.095
48.73,-0.095
48.74,-0.105
48.75,-0.085
48.76,-0.075
48.77,-0.005
48.78,0.03
48.79,0.025
48.8,0.12
48.81,0.155
48.82,0.1
48.83,0.025
48.84,-0.04
48.85,-0.05
48.86,-0.16
48.87,-0.185
48.88,-0.2
48.89,-0.17
48.9,-0.215
48.91,-0.23
48.92,0.16
48.93,1.05
48.94,1.665
48.95,0.345
48.96,-0.56
48.97,-0.68
48.98,-0.455
48.99,-0.19
49,-0.175
49.01,-0.14
49.02,-0.15
49.03,-0.12
49.04,-0.135
49.05,-0.105
49.06,-0.105
49.07,-0.07
49.08,-0.055
49.09,-0.02
49.1,-0.02
